employee_id,name,designation,department,seniority_level,experience_years,qualification,join_date,state
EMP00983,Vedhika Rai,Director,State DES - Bihar,7,23.5,M.Tech Computer Science,2003-02-18,Karnataka
EMP00984,Charan Ahluwalia,Joint Director,State DES - Uttar Pradesh,6,23.2,M.A. Economics,2003-11-26,Himachal Pradesh
EMP00985,Amaira Talwar,Junior Statistical Officer (JSO),State DES - Maharashtra,1,1.0,MBA,2025-07-22,Punjab
EMP00986,Siya Bhatt,Director General,National Accounts Division (NAD),9,22.5,M.Tech Computer Science,2004-09-16,Uttar Pradesh
EMP00987,Libni Gupta,Additional Director General,Social Statistics Division (SSD),8,19.6,MBA,2007-05-04,Bihar
EMP00988,Eshana Nazareth,Senior Statistical Officer (SSO),Economic Census Division (ECD),3,9.0,M.A. Economics,2017-05-09,Madhya Pradesh
EMP00989,Bahadurjit Seshadri,Deputy Director,Data Informatics & Innovation Division (DIID),5,14.2,M.Sc. Mathematics,2012-12-16,Haryana
EMP00990,Bhavini Balasubramanian,Director General,State DES - Tamil Nadu,9,32.2,PhD Statistics,1994-04-05,Maharashtra
EMP00991,Charan Chacko,Senior Statistical Officer (SSO),Economic Census Division (ECD),3,4.4,M.Sc. Mathematics,2022-07-04,Odisha
EMP00992,Ekaja Dani,Junior Statistical Officer (JSO),State DES - Bihar,1,2.8,PhD Statistics,2024-08-04,Odisha
EMP00993,Tejas Sandhu,Senior Statistical Officer (SSO),National Sample Survey Office (NSSO),3,5.2,M.Sc. Data Science,2021-03-27,Punjab
EMP00994,Joshua Mital,Director General,State DES - Karnataka,9,31.9,M.Sc. Data Science,1995-01-17,Uttarakhand
EMP00995,Timothy Bhasin,Senior Statistical Officer (SSO),National Sample Survey Office (NSSO),3,8.2,M.Sc. Data Science,2018-11-04,Assam
EMP00996,Bimala Gupta,Junior Statistical Officer (JSO),State DES - Tamil Nadu,1,2.1,M.Sc. Statistics,2024-06-19,Andhra Pradesh
EMP00997,Libni Goswami,Joint Director,National Sample Survey Office (NSSO),6,13.8,PhD Statistics,2013-08-21,Assam
EMP00998,Parth Dubey,Junior Statistical Officer (JSO),Central Statistics Office (CSO),1,2.3,PhD Statistics,2024-12-24,Haryana
EMP00999,Aarush Lata,Senior Statistical Officer (SSO),Central Statistics Office (CSO),3,6.1,M.Tech Computer Science,2020-01-24,Haryana
EMP01000,Anjali Taneja,Director,Economic Census Division (ECD),7,16.1,M.Sc. Mathematics,2010-07-03,Gujarat
EMP01001,Amaira Tripathi,Assistant Director,Data Informatics & Innovation Division (DIID),4,7.6,M.Tech Computer Science,2019-02-10,Bihar
EMP01002,Falak Lata,Director,Economic Census Division (ECD),7,23.8,M.Sc. Mathematics,2003-11-04,Telangana
EMP01003,Hiral Kant,Director General,State DES - Uttar Pradesh,9,24.4,MBA,2002-05-19,Assam
EMP01004,Amaira De,Statistical Officer (SO),Social Statistics Division (SSD),2,7.3,M.Sc. Mathematics,2019-11-14,Madhya Pradesh
EMP01005,Nikita Nazareth,Director General,State DES - Uttar Pradesh,9,26.1,M.Sc. Data Science,2000-08-17,Bihar
EMP01006,Dev Mandal,Director General,State DES - Uttar Pradesh,9,23.0,MBA,2003-08-10,Karnataka
EMP01007,Harsh Bhatt,Deputy Director,State DES - Maharashtra,5,17.4,MBA,2009-10-02,Punjab
EMP01008,Harini Bains,Junior Statistical Officer (JSO),State DES - Maharashtra,1,3.1,MBA,2023-02-15,Madhya Pradesh
EMP01009,Varsha Sandhu,Deputy Director,State DES - Karnataka,5,12.6,M.Sc. Statistics,2014-01-04,Jharkhand
EMP01010,Utkarsh Chaudhuri,Additional Director General,National Accounts Division (NAD),8,20.2,MBA,2006-02-14,Maharashtra
EMP01011,Bimala Talwar,Deputy Director,State DES - Bihar,5,12.1,PhD Statistics,2014-10-26,Odisha
EMP01012,Gaurika Gupta,Senior Statistical Officer (SSO),National Sample Survey Office (NSSO),3,6.1,M.Tech Computer Science,2020-07-18,Tamil Nadu
EMP01013,Amaira Nath,Director,National Accounts Division (NAD),7,16.4,PhD Statistics,2010-12-13,Odisha
EMP01014,Imaran Chaudhuri,Additional Director General,State DES - Karnataka,8,21.6,M.A. Economics,2005-05-03,Andhra Pradesh
EMP01015,Maanas Bhatt,Junior Statistical Officer (JSO),Central Statistics Office (CSO),1,1.8,M.Sc. Data Science,2025-04-16,West Bengal
EMP01016,Jeet Balasubramanian,Assistant Director,State DES - Tamil Nadu,4,10.4,M.Sc. Data Science,2016-05-25,Karnataka
EMP01017,Mitali Balasubramanian,Additional Director General,National Sample Survey Office (NSSO),8,23.1,M.Sc. Mathematics,2003-12-23,Bihar
EMP01018,Aahana Dani,Additional Director General,State DES - Uttar Pradesh,8,18.2,M.Sc. Data Science,2008-05-19,Rajasthan
EMP01019,Hiral Seshadri,Director,Central Statistics Office (CSO),7,15.6,M.Sc. Statistics,2011-07-28,Madhya Pradesh
EMP01020,Falak Mital,Director General,Central Statistics Office (CSO),9,34.0,PhD Statistics,1992-08-17,Andhra Pradesh
EMP01021,Vinaya Sandhu,Additional Director General,Central Statistics Office (CSO),8,20.8,B.Sc. Statistics,2006-10-11,Madhya Pradesh
EMP01022,Harini Bains,Deputy Director,Data Informatics & Innovation Division (DIID),5,17.9,PhD Statistics,2009-08-20,Tamil Nadu
EMP01023,Jeet Sidhu,Additional Director General,Central Statistics Office (CSO),8,26.4,M.Sc. Mathematics,2000-12-07,Punjab
EMP01024,Rudra Sidhu,Additional Director General,Price Statistics Division (PSD),8,20.8,M.A. Economics,2006-12-22,Himachal Pradesh
EMP01025,Mitali Bhatt,Deputy Director,Data Informatics & Innovation Division (DIID),5,16.2,MBA,2010-08-26,Telangana
EMP01026,Tejas Luthra,Assistant Director,State DES - Bihar,4,8.8,M.Sc. Statistics,2018-03-06,Assam
EMP01027,Kabir Luthra,Additional Director General,Data Informatics & Innovation Division (DIID),8,19.2,PhD Statistics,2007-04-07,Punjab
EMP01028,Harini Ahluwalia,Junior Statistical Officer (JSO),Economic Census Division (ECD),1,2.4,M.A. Economics,2024-03-27,Uttar Pradesh
EMP01029,Imaran Kapoor,Director General,National Sample Survey Office (NSSO),9,22.4,M.A. Economics,2004-02-20,Madhya Pradesh
EMP01030,Yashvi Joshi,Director General,Economic Census Division (ECD),9,24.7,M.A. Economics,2002-01-25,Telangana
EMP01031,Bimala Taneja,Deputy Director,State DES - Bihar,5,18.0,M.Sc. Statistics,2008-08-26,Maharashtra
EMP01032,Mitali Seshadri,Statistical Officer (SO),State DES - Karnataka,2,8.8,M.Sc. Statistics,2018-01-17,Chhattisgarh
EMP01033,Anya Luthra,Statistical Officer (SO),Social Statistics Division (SSD),2,8.1,M.Sc. Mathematics,2018-12-15,Punjab
EMP01034,Bhavini Chaudhary,Additional Director General,National Sample Survey Office (NSSO),8,26.8,M.Sc. Mathematics,2000-06-27,Telangana
EMP01035,Maanas Joshi,Assistant Director,Data Informatics & Innovation Division (DIID),4,10.4,B.Sc. Statistics,2016-08-11,Gujarat
EMP01036,Ranveer Chaudhary,Senior Statistical Officer (SSO),Social Statistics Division (SSD),3,4.9,MBA,2022-11-22,Telangana
EMP01037,Zaitra Balasubramanian,Director General,Price Statistics Division (PSD),9,27.1,M.Sc. Mathematics,1999-07-14,Madhya Pradesh
EMP01038,Ekaja Sem,Director General,Social Statistics Division (SSD),9,31.5,B.Sc. Statistics,1995-03-25,Odisha
EMP01039,Krish Talwar,Director General,National Sample Survey Office (NSSO),9,33.3,M.A. Economics,1993-07-25,Haryana
EMP01040,Joshua De,Junior Statistical Officer (JSO),Central Statistics Office (CSO),1,2.6,M.Sc. Mathematics,2024-01-21,Uttarakhand
EMP01041,Leela Lata,Director General,Data Informatics & Innovation Division (DIID),9,33.7,MBA,1993-05-24,Chhattisgarh
EMP01042,Utkarsh Bhatti,Joint Director,Economic Census Division (ECD),6,12.1,M.Sc. Mathematics,2014-08-21,Andhra Pradesh
EMP01043,Viraj Basak,Director General,State DES - Karnataka,9,29.5,PhD Statistics,1997-11-13,Telangana
EMP01044,Timothy Mody,Deputy Director,State DES - Maharashtra,5,9.8,M.A. Economics,2017-12-24,Andhra Pradesh
EMP01045,Utkarsh Basak,Senior Statistical Officer (SSO),State DES - Maharashtra,3,9.2,M.Tech Computer Science,2017-02-17,Rajasthan
EMP01046,Harini Agrawal,Director General,State DES - Tamil Nadu,9,26.1,M.Sc. Mathematics,2000-01-26,West Bengal
EMP01047,Rushil Dhar,Deputy Director,Economic Census Division (ECD),5,11.4,MBA,2015-02-24,Jharkhand
EMP01048,Charan Seshadri,Joint Director,State DES - Maharashtra,6,15.1,M.A. Economics,2011-01-25,Tamil Nadu
EMP01049,Jeet Joshi,Additional Director General,State DES - Bihar,8,21.6,B.Sc. Statistics,2005-06-08,Odisha
EMP01050,Dayamai Mital,Director General,Price Statistics Division (PSD),9,32.1,M.A. Economics,1994-05-22,Punjab
EMP01051,Yatin Seth,Senior Statistical Officer (SSO),State DES - Maharashtra,3,11.1,M.Sc. Data Science,2015-06-17,Tamil Nadu
EMP01052,Vinaya Mody,Joint Director,National Accounts Division (NAD),6,17.5,MBA,2009-02-03,Madhya Pradesh
EMP01053,Charan De,Senior Statistical Officer (SSO),State DES - Uttar Pradesh,3,8.8,M.Sc. Statistics,2018-11-17,Telangana
EMP01054,Krishna Dhar,Director General,Data Informatics & Innovation Division (DIID),9,28.2,M.Tech Computer Science,1998-08-21,Uttarakhand
EMP01055,Vyanjana Prabhu,Additional Director General,Data Informatics & Innovation Division (DIID),8,26.8,M.Sc. Mathematics,2000-09-05,Bihar
EMP01056,Falak Talwar,Additional Director General,State DES - Bihar,8,19.6,M.Sc. Statistics,2007-08-16,Rajasthan
EMP01057,Mitali Mital,Senior Statistical Officer (SSO),Social Statistics Division (SSD),3,13.4,M.Sc. Statistics,2013-07-04,Himachal Pradesh
EMP01058,Eta Kant,Deputy Director,National Accounts Division (NAD),5,9.4,M.Sc. Statistics,2017-05-12,Telangana
EMP01059,Anvi Chhabra,Additional Director General,National Accounts Division (NAD),8,18.3,M.Sc. Mathematics,2008-07-02,Uttarakhand
EMP01060,Libni Kapoor,Deputy Director,Price Statistics Division (PSD),5,17.9,M.Sc. Mathematics,2009-01-04,Assam
EMP01061,Harini Sidhu,Statistical Officer (SO),Data Informatics & Innovation Division (DIID),2,8.1,PhD Statistics,2018-05-19,Uttarakhand
EMP01062,Aahana Kapoor,Joint Director,State DES - Uttar Pradesh,6,21.4,M.Sc. Mathematics,2005-09-21,Bihar
EMP01063,Mitali Bali,Additional Director General,National Accounts Division (NAD),8,26.0,M.A. Economics,2000-10-22,Karnataka
EMP01064,Bahadurjit Shukla,Director,Data Informatics & Innovation Division (DIID),7,17.8,M.A. Economics,2009-01-22,Chhattisgarh
EMP01065,Bimala Prabhu,Deputy Director,National Accounts Division (NAD),5,15.5,B.Sc. Statistics,2011-11-26,Uttarakhand
EMP01066,Timothy Talwar,Deputy Director,National Sample Survey Office (NSSO),5,14.6,M.Sc. Statistics,2012-10-18,Rajasthan
EMP01067,Aadi Bali,Junior Statistical Officer (JSO),State DES - Maharashtra,1,4.8,M.Sc. Data Science,2022-09-01,Assam
EMP01068,Eta Chaudhuri,Director General,Central Statistics Office (CSO),9,24.2,M.Tech Computer Science,2002-04-27,Rajasthan
EMP01069,Leela Seshadri,Additional Director General,State DES - Maharashtra,8,19.0,M.A. Economics,2007-10-02,Andhra Pradesh
EMP01070,Falak Tiwari,Junior Statistical Officer (JSO),National Accounts Division (NAD),1,2.4,MBA,2024-09-11,West Bengal
EMP01071,Daniel Borra,Statistical Officer (SO),National Sample Survey Office (NSSO),2,2.8,M.Sc. Mathematics,2024-03-06,Punjab
EMP01072,Gaurika Mani,Statistical Officer (SO),Data Informatics & Innovation Division (DIID),2,3.1,M.Sc. Mathematics,2023-10-11,Maharashtra
EMP01073,Darsh Narayanan,Junior Statistical Officer (JSO),National Sample Survey Office (NSSO),1,2.2,M.A. Economics,2024-07-11,Bihar
EMP01074,Gaurika Kaur,Statistical Officer (SO),Price Statistics Division (PSD),2,2.4,M.Sc. Data Science,2024-09-25,Assam
EMP01075,Manan Kaur,Statistical Officer (SO),Social Statistics Division (SSD),2,3.9,PhD Statistics,2023-07-03,Chhattisgarh
EMP01076,Rudra Narayanan,Director,Central Statistics Office (CSO),7,22.6,M.Tech Computer Science,2004-10-22,Chhattisgarh
EMP01077,Anya Singh,Director General,National Accounts Division (NAD),9,29.8,M.Tech Computer Science,1997-07-15,Uttarakhand
EMP01078,Nikita Tripathi,Director General,National Accounts Division (NAD),9,24.4,M.A. Economics,2002-03-26,Chhattisgarh
EMP01079,Zaitra Rao,Director,State DES - Maharashtra,7,26.5,PhD Statistics,2000-01-27,Maharashtra
EMP01080,Mitali Seshadri,Deputy Director,National Accounts Division (NAD),5,15.5,B.Sc. Statistics,2011-08-09,Maharashtra
EMP01081,Amaira Borra,Director,State DES - Tamil Nadu,7,27.0,M.Sc. Data Science,1999-09-10,Uttarakhand
EMP01082,Mitali Luthra,Director General,Economic Census Division (ECD),9,28.8,M.Sc. Statistics,1998-12-04,Andhra Pradesh
EMP01083,Hiral Bhatt,Director General,Data Informatics & Innovation Division (DIID),9,34.0,M.Sc. Data Science,1992-09-26,Himachal Pradesh
EMP01084,Eshana Basak,Joint Director,State DES - Bihar,6,19.6,PhD Statistics,2007-04-22,Kerala
EMP01085,Eshana Gupta,Assistant Director,State DES - Karnataka,4,10.6,M.A. Economics,2016-12-05,West Bengal
EMP01086,Jeet Nath,Additional Director General,Central Statistics Office (CSO),8,18.1,M.Sc. Mathematics,2008-09-23,Madhya Pradesh
EMP01087,Leela Dani,Director,State DES - Tamil Nadu,7,21.5,M.Sc. Statistics,2005-01-27,Chhattisgarh
EMP01088,Jagvi Chaudhuri,Additional Director General,Social Statistics Division (SSD),8,26.1,MBA,2000-06-13,Himachal Pradesh
EMP01089,Darsh Seshadri,Junior Statistical Officer (JSO),Social Statistics Division (SSD),1,1.5,M.Sc. Data Science,2025-01-08,Odisha
EMP01090,Utkarsh Narayanan,Deputy Director,State DES - Bihar,5,15.8,M.A. Economics,2011-02-27,Rajasthan
EMP01091,Bahadurjit Tella,Deputy Director,Price Statistics Division (PSD),5,17.1,M.Sc. Data Science,2009-06-02,Assam
EMP01092,Parth Dani,Assistant Director,State DES - Tamil Nadu,4,6.1,MBA,2020-05-19,Tamil Nadu
EMP01093,Manan Dani,Senior Statistical Officer (SSO),State DES - Tamil Nadu,3,9.5,M.Sc. Mathematics,2017-10-05,Karnataka
EMP01094,Utkarsh Bains,Senior Statistical Officer (SSO),State DES - Karnataka,3,6.6,M.Sc. Data Science,2020-12-26,Jharkhand
EMP01095,Parth Mody,Junior Statistical Officer (JSO),State DES - Bihar,1,5.0,M.Tech Computer Science,2021-08-01,Chhattisgarh
EMP01096,Vyanjana Mandal,Junior Statistical Officer (JSO),Social Statistics Division (SSD),1,4.4,MBA,2022-05-04,Madhya Pradesh
EMP01097,Vedhika Gola,Additional Director General,State DES - Maharashtra,8,23.9,B.Sc. Statistics,2003-01-09,Gujarat
EMP01098,Aarush Shukla,Director General,Central Statistics Office (CSO),9,27.4,MBA,1999-06-03,Rajasthan
EMP01099,Bimala Bhasin,Junior Statistical Officer (JSO),Price Statistics Division (PSD),1,5.0,MBA,2021-04-07,Karnataka
EMP01100,Joshua Gupta,Deputy Director,State DES - Tamil Nadu,5,9.6,M.Sc. Statistics,2017-08-14,West Bengal
EMP01101,Dayamai Narayanan,Joint Director,Price Statistics Division (PSD),6,22.1,M.Sc. Statistics,2004-04-11,Assam
EMP01102,Hiral Ahluwalia,Joint Director,Price Statistics Division (PSD),6,18.2,M.Sc. Statistics,2008-10-15,Himachal Pradesh
EMP01103,Bhavini Goswami,Additional Director General,National Sample Survey Office (NSSO),8,24.9,B.Sc. Statistics,2002-07-11,Maharashtra
EMP01104,Bimala Tripathi,Statistical Officer (SO),Central Statistics Office (CSO),2,7.5,PhD Statistics,2019-05-20,Maharashtra
EMP01105,Dev De,Statistical Officer (SO),Central Statistics Office (CSO),2,2.7,B.Sc. Statistics,2024-07-13,Punjab
EMP01106,Anya Murthy,Director,State DES - Karnataka,7,17.8,B.Sc. Statistics,2009-07-15,Odisha
EMP01107,Yatin De,Statistical Officer (SO),State DES - Tamil Nadu,2,4.4,B.Sc. Statistics,2022-09-11,Odisha
EMP01108,Vinaya Mody,Statistical Officer (SO),State DES - Karnataka,2,2.7,M.Sc. Statistics,2024-04-19,Uttarakhand
EMP01109,Maanas Tella,Director General,Data Informatics & Innovation Division (DIID),9,25.1,PhD Statistics,2001-08-06,Himachal Pradesh
EMP01110,Zaitra Bhatt,Junior Statistical Officer (JSO),Economic Census Division (ECD),1,1.2,MBA,2025-11-25,Jharkhand
EMP01111,Neelima Agrawal,Director General,National Accounts Division (NAD),9,31.3,PhD Statistics,1995-10-11,Punjab
EMP01112,Ranveer Kant,Junior Statistical Officer (JSO),State DES - Tamil Nadu,1,3.1,M.Sc. Mathematics,2023-04-17,Maharashtra
EMP01113,Jagvi Seshadri,Director General,Data Informatics & Innovation Division (DIID),9,32.3,M.A. Economics,1994-04-21,Rajasthan
EMP01114,Aarush Mody,Statistical Officer (SO),State DES - Tamil Nadu,2,4.4,PhD Statistics,2022-10-23,Odisha
EMP01115,Hitesh Tripathi,Joint Director,Data Informatics & Innovation Division (DIID),6,19.4,M.A. Economics,2007-02-15,Uttar Pradesh
EMP01116,Bimala Gill,Junior Statistical Officer (JSO),Central Statistics Office (CSO),1,3.0,M.Sc. Data Science,2023-08-20,Gujarat
EMP01117,Viraj Singh,Additional Director General,Social Statistics Division (SSD),8,26.8,MBA,2000-07-06,Rajasthan
EMP01118,Jagvi Nath,Joint Director,Social Statistics Division (SSD),6,12.1,B.Sc. Statistics,2014-02-05,Chhattisgarh
EMP01119,Ranveer Prabhu,Assistant Director,Social Statistics Division (SSD),4,12.3,B.Sc. Statistics,2014-04-07,West Bengal
EMP01120,Ranveer Shroff,Assistant Director,State DES - Bihar,4,14.9,M.Sc. Mathematics,2012-09-08,Haryana
EMP01121,Darsh Mody,Junior Statistical Officer (JSO),Economic Census Division (ECD),1,1.7,M.Sc. Statistics,2025-11-05,West Bengal
EMP01122,Daniel Mandal,Statistical Officer (SO),Price Statistics Division (PSD),2,4.4,M.Tech Computer Science,2022-04-12,Odisha
EMP01123,Dayamai Kant,Senior Statistical Officer (SSO),State DES - Karnataka,3,13.4,MBA,2013-02-05,Karnataka
EMP01124,Bimala Bhatt,Assistant Director,Data Informatics & Innovation Division (DIID),4,7.9,M.A. Economics,2019-10-14,Haryana
EMP01125,Dev Singh,Junior Statistical Officer (JSO),State DES - Karnataka,1,4.1,M.Sc. Data Science,2022-05-26,Chhattisgarh
EMP01126,Harsh Bhatti,Assistant Director,Economic Census Division (ECD),4,6.5,M.Sc. Mathematics,2020-10-16,Jharkhand
EMP01127,Viraj Sandhu,Statistical Officer (SO),State DES - Tamil Nadu,2,7.5,M.Sc. Statistics,2019-09-13,Uttar Pradesh
EMP01128,Bhavini Basak,Director General,State DES - Maharashtra,9,26.5,PhD Statistics,2000-06-23,Uttar Pradesh
EMP01129,Siya Gola,Additional Director General,State DES - Uttar Pradesh,8,26.6,PhD Statistics,2000-10-13,Kerala
EMP01130,Dev Gill,Junior Statistical Officer (JSO),Price Statistics Division (PSD),1,1.8,PhD Statistics,2025-07-07,Gujarat
EMP01131,Anvi De,Director,Social Statistics Division (SSD),7,21.9,M.Tech Computer Science,2005-02-05,Chhattisgarh
EMP01132,Bhavini Samra,Deputy Director,Social Statistics Division (SSD),5,13.4,M.Sc. Data Science,2013-01-15,Uttarakhand
EMP01133,Manan Murthy,Joint Director,State DES - Uttar Pradesh,6,17.1,MBA,2009-06-26,Madhya Pradesh
EMP01134,Falak Bhatti,Deputy Director,National Accounts Division (NAD),5,12.8,PhD Statistics,2014-05-21,Gujarat
EMP01135,Anjali Sidhu,Statistical Officer (SO),State DES - Maharashtra,2,4.1,M.Sc. Statistics,2022-04-04,Kerala
EMP01136,Eta Bains,Joint Director,Price Statistics Division (PSD),6,12.5,M.A. Economics,2014-11-11,Rajasthan
EMP01137,Gaurika Agrawal,Deputy Director,State DES - Karnataka,5,10.9,M.Sc. Mathematics,2016-05-01,Chhattisgarh
EMP01138,Timothy Agrawal,Deputy Director,Data Informatics & Innovation Division (DIID),5,17.2,MBA,2009-11-01,Uttarakhand
EMP01139,Rudra Mandal,Director General,National Accounts Division (NAD),9,33.9,MBA,1993-04-24,Gujarat
EMP01140,Utkarsh Rai,Additional Director General,State DES - Karnataka,8,20.8,PhD Statistics,2006-06-26,Odisha
EMP01141,Nikita Bhatti,Assistant Director,State DES - Bihar,4,10.3,MBA,2016-08-15,Rajasthan
EMP01142,Tejas Taneja,Junior Statistical Officer (JSO),State DES - Karnataka,1,2.5,M.Sc. Mathematics,2024-12-01,Punjab
EMP01143,Falak Lata,Joint Director,Data Informatics & Innovation Division (DIID),6,16.1,MBA,2010-12-18,Andhra Pradesh
EMP01144,Anvi Bhatti,Junior Statistical Officer (JSO),Central Statistics Office (CSO),1,3.3,M.Sc. Mathematics,2023-06-19,Bihar
EMP01145,Dev Lata,Director,Price Statistics Division (PSD),7,26.8,MBA,2000-09-13,Karnataka
EMP01146,Kabir Dasgupta,Statistical Officer (SO),State DES - Uttar Pradesh,2,4.3,M.Tech Computer Science,2022-03-04,Karnataka
EMP01147,Vedhika Taneja,Senior Statistical Officer (SSO),State DES - Bihar,3,4.3,PhD Statistics,2022-03-07,West Bengal
EMP01148,Anjali Kaur,Deputy Director,Economic Census Division (ECD),5,11.1,M.Sc. Statistics,2015-01-12,Odisha
EMP01149,Gunbir Nath,Senior Statistical Officer (SSO),Data Informatics & Innovation Division (DIID),3,7.3,MBA,2019-02-05,Uttar Pradesh
EMP01150,Rushil Shukla,Additional Director General,Data Informatics & Innovation Division (DIID),8,26.9,M.Sc. Data Science,2000-04-10,Bihar
